dt, d, dm, hr, s, lat, lon
2020-07-26T06:44:58.941Z, Sun Jul 26 06:44:58 SGT 2020, 3199.987116575241, 111.60044860839844, , , 
2020-07-26T06:44:59.895Z, Sun Jul 26 06:44:59 SGT 2020, 3199.987116575241, 111.60044860839844, , , 
2020-07-26T06:44:59.997Z, Sun Jul 26 06:44:59 SGT 2020, 3199.987116575241, , , 1.2414601, 103.82671471
2020-07-26T06:45:00.857Z, Sun Jul 26 06:45:00 SGT 2020, 3283.9809443950653, 115.84527587890625, 9.449305629730224, , 
2020-07-26T06:45:01.810Z, Sun Jul 26 06:45:01 SGT 2020, 3283.9809443950653, 117.70989227294922, , , 
2020-07-26T06:45:02.081Z, Sun Jul 26 06:45:02 SGT 2020, 3283.9809443950653, , , 1.24147039, 103.82666849
2020-07-26T06:45:02.764Z, Sun Jul 26 06:45:02 SGT 2020, 3283.9809443950653, 118.29003143310547, , , 
2020-07-26T06:45:03.722Z, Sun Jul 26 06:45:03 SGT 2020, 3283.9809443950653, 118.61869812011719, , , 
2020-07-26T06:45:04.078Z, Sun Jul 26 06:45:04 SGT 2020, 3283.9809443950653, , , 1.24148528, 103.82663223
2020-07-26T06:45:04.690Z, Sun Jul 26 06:45:04 SGT 2020, 3283.9809443950653, 119.31868743896484, , , 
2020-07-26T06:45:05.634Z, Sun Jul 26 06:45:05 SGT 2020, 3283.9809443950653, 119.31868743896484, , , 
2020-07-26T06:45:06.081Z, Sun Jul 26 06:45:06 SGT 2020, 3283.9809443950653, , , 1.24149346, 103.82659468
2020-07-26T06:45:06.596Z, Sun Jul 26 06:45:06 SGT 2020, 3283.9809443950653, 119.26301574707031, , , 
2020-07-26T06:45:07.558Z, Sun Jul 26 06:45:07 SGT 2020, 3283.9809443950653, 120.25685119628906, , , 
2020-07-26T06:45:08.078Z, Sun Jul 26 06:45:08 SGT 2020, 3283.9809443950653, , , 1.24151068, 103.82655791
2020-07-26T06:45:08.510Z, Sun Jul 26 06:45:08 SGT 2020, 3283.9809443950653, 120.22484588623047, , , 
2020-07-26T06:45:09.462Z, Sun Jul 26 06:45:09 SGT 2020, 3283.9809443950653, 120.05719757080078, , , 
2020-07-26T06:45:10.086Z, Sun Jul 26 06:45:10 SGT 2020, 3283.9809443950653, , , 1.24151145, 103.82650943
2020-07-26T06:45:10.421Z, Sun Jul 26 06:45:10 SGT 2020, 3283.9809443950653, 119.89231872558594, , , 
2020-07-26T06:45:11.374Z, Sun Jul 26 06:45:11 SGT 2020, 3283.9809443950653, 119.89231872558594, , , 
2020-07-26T06:45:12.076Z, Sun Jul 26 06:45:12 SGT 2020, 3283.9809443950653, , , 1.24155244, 103.82648765
2020-07-26T06:45:12.334Z, Sun Jul 26 06:45:12 SGT 2020, 3283.9809443950653, 120.00115966796875, , , 
2020-07-26T06:45:13.294Z, Sun Jul 26 06:45:13 SGT 2020, 3283.9809443950653, 120.1342544555664, , , 
2020-07-26T06:45:13.998Z, Sun Jul 26 06:45:13 SGT 2020, 3283.9809443950653, , , 1.24159593, 103.82646057
2020-07-26T06:45:14.250Z, Sun Jul 26 06:45:14 SGT 2020, 3283.9809443950653, 120.15089416503906, , , 
2020-07-26T06:45:15.209Z, Sun Jul 26 06:45:15 SGT 2020, 3283.9809443950653, 120.10760498046875, , , 
2020-07-26T06:45:16.079Z, Sun Jul 26 06:45:16 SGT 2020, 3283.9809443950653, , , 1.24162231, 103.82641353
2020-07-26T06:45:16.164Z, Sun Jul 26 06:45:16 SGT 2020, 3283.9809443950653, 120.6990966796875, , , 
2020-07-26T06:45:17.120Z, Sun Jul 26 06:45:17 SGT 2020, 3283.9809443950653, 120.6990966796875, , , 
2020-07-26T06:45:18.076Z, Sun Jul 26 06:45:18 SGT 2020, 3283.9809443950653, 120.60640716552734, , 1.24165125, 103.82636641
2020-07-26T06:45:19.034Z, Sun Jul 26 06:45:19 SGT 2020, 3283.9809443950653, 120.52919006347656, , , 
2020-07-26T06:45:19.987Z, Sun Jul 26 06:45:19 SGT 2020, 3283.9809443950653, 126.67404174804688, , , 
2020-07-26T06:45:20.070Z, Sun Jul 26 06:45:20 SGT 2020, 3283.9809443950653, , , 1.24169449, 103.82633395
2020-07-26T06:45:20.941Z, Sun Jul 26 06:45:20 SGT 2020, 3283.9809443950653, 127.64404296875, , , 
2020-07-26T06:45:21.900Z, Sun Jul 26 06:45:21 SGT 2020, 3283.9809443950653, 127.77867889404297, , , 
2020-07-26T06:45:22.070Z, Sun Jul 26 06:45:22 SGT 2020, 3283.9809443950653, , , 1.24174335, 103.82631499
2020-07-26T06:45:22.854Z, Sun Jul 26 06:45:22 SGT 2020, 3283.9809443950653, 127.77867889404297, , , 
2020-07-26T06:45:23.817Z, Sun Jul 26 06:45:23 SGT 2020, 3283.9809443950653, 127.64761352539062, , , 
2020-07-26T06:45:24.086Z, Sun Jul 26 06:45:24 SGT 2020, 3283.9809443950653, , , 1.24179349, 103.82629575
2020-07-26T06:45:24.770Z, Sun Jul 26 06:45:24 SGT 2020, 3283.9809443950653, 127.4748764038086, , , 
2020-07-26T06:45:25.727Z, Sun Jul 26 06:45:25 SGT 2020, 3283.9809443950653, 127.41431427001953, , , 
2020-07-26T06:45:26.060Z, Sun Jul 26 06:45:26 SGT 2020, 3283.9809443950653, , , 1.24184706, 103.82629557
2020-07-26T06:45:26.689Z, Sun Jul 26 06:45:26 SGT 2020, 3283.9809443950653, 128.5220489501953, , , 
2020-07-26T06:45:27.646Z, Sun Jul 26 06:45:27 SGT 2020, 3283.9809443950653, 127.465576171875, , , 
2020-07-26T06:45:28.079Z, Sun Jul 26 06:45:28 SGT 2020, 3283.9809443950653, , , 1.24190783, 103.82628866
2020-07-26T06:45:28.602Z, Sun Jul 26 06:45:28 SGT 2020, 3283.9809443950653, 127.465576171875, , , 
2020-07-26T06:45:29.558Z, Sun Jul 26 06:45:29 SGT 2020, 3283.9809443950653, 127.48299407958984, , , 
2020-07-26T06:45:29.995Z, Sun Jul 26 06:45:29 SGT 2020, 3283.9809443950653, , , 1.24196427, 103.82627975
2020-07-26T06:45:30.515Z, Sun Jul 26 06:45:30 SGT 2020, 3359.485277891159, 127.49702453613281, 9.372951744342673, , 
2020-07-26T06:45:31.475Z, Sun Jul 26 06:45:31 SGT 2020, 3359.485277891159, 128.1611328125, , , 
2020-07-26T06:45:32.085Z, Sun Jul 26 06:45:32 SGT 2020, 3359.485277891159, , , 1.24200856, 103.82625684
2020-07-26T06:45:32.429Z, Sun Jul 26 06:45:32 SGT 2020, 3359.485277891159, 128.6871337890625, , , 
2020-07-26T06:45:33.384Z, Sun Jul 26 06:45:33 SGT 2020, 3359.485277891159, 128.87203979492188, , , 
2020-07-26T06:45:34.083Z, Sun Jul 26 06:45:34 SGT 2020, 3359.485277891159, , , 1.24205248, 103.82623541
2020-07-26T06:45:34.339Z, Sun Jul 26 06:45:34 SGT 2020, 3359.485277891159, 128.87203979492188, , , 
2020-07-26T06:45:35.299Z, Sun Jul 26 06:45:35 SGT 2020, 3359.485277891159, 129.01780700683594, , , 
2020-07-26T06:45:36.086Z, Sun Jul 26 06:45:36 SGT 2020, 3359.485277891159, , , 1.24209599, 103.82620415
2020-07-26T06:45:36.257Z, Sun Jul 26 06:45:36 SGT 2020, 3359.485277891159, 129.1616973876953, , , 
2020-07-26T06:45:37.215Z, Sun Jul 26 06:45:37 SGT 2020, 3359.485277891159, 130.60775756835938, , , 
2020-07-26T06:45:38.060Z, Sun Jul 26 06:45:38 SGT 2020, 3359.485277891159, , , 1.24213885, 103.82617724
2020-07-26T06:45:38.175Z, Sun Jul 26 06:45:38 SGT 2020, 3359.485277891159, 130.71084594726562, , , 
2020-07-26T06:45:39.136Z, Sun Jul 26 06:45:39 SGT 2020, 3359.485277891159, 130.82208251953125, , , 
2020-07-26T06:45:40.068Z, Sun Jul 26 06:45:40 SGT 2020, 3359.485277891159, , , 1.24218768, 103.82617598
2020-07-26T06:45:40.097Z, Sun Jul 26 06:45:40 SGT 2020, 3359.485277891159, 130.82208251953125, , , 
2020-07-26T06:45:41.059Z, Sun Jul 26 06:45:41 SGT 2020, 3359.485277891159, 129.28289794921875, , , 
2020-07-26T06:45:42.011Z, Sun Jul 26 06:45:42 SGT 2020, 3359.485277891159, 129.30450439453125, , , 
2020-07-26T06:45:42.084Z, Sun Jul 26 06:45:42 SGT 2020, 3359.485277891159, , , 1.24224217, 103.82619511
2020-07-26T06:45:42.962Z, Sun Jul 26 06:45:42 SGT 2020, 3359.485277891159, 129.30718994140625, , , 
2020-07-26T06:45:43.922Z, Sun Jul 26 06:45:43 SGT 2020, 3359.485277891159, 129.18878173828125, , , 
2020-07-26T06:45:43.995Z, Sun Jul 26 06:45:43 SGT 2020, 3359.485277891159, , , 1.242296, 103.82619292
2020-07-26T06:45:44.876Z, Sun Jul 26 06:45:44 SGT 2020, 3359.485277891159, 128.69212341308594, , , 
2020-07-26T06:45:45.831Z, Sun Jul 26 06:45:45 SGT 2020, 3359.485277891159, 128.69212341308594, , , 
2020-07-26T06:45:46.089Z, Sun Jul 26 06:45:46 SGT 2020, 3359.485277891159, , , 1.24234464, 103.82616864
2020-07-26T06:45:46.794Z, Sun Jul 26 06:45:46 SGT 2020, 3359.485277891159, 128.4425811767578, , , 
2020-07-26T06:45:47.750Z, Sun Jul 26 06:45:47 SGT 2020, 3359.485277891159, 128.01187133789062, , , 
2020-07-26T06:45:48.077Z, Sun Jul 26 06:45:48 SGT 2020, 3359.485277891159, , , 1.24239351, 103.82615366
2020-07-26T06:45:48.709Z, Sun Jul 26 06:45:48 SGT 2020, 3359.485277891159, 127.92738342285156, , , 
2020-07-26T06:45:49.664Z, Sun Jul 26 06:45:49 SGT 2020, 3359.485277891159, 127.79851531982422, , , 
2020-07-26T06:45:50.082Z, Sun Jul 26 06:45:50 SGT 2020, 3359.485277891159, , , 1.24243826, 103.82614519
2020-07-26T06:45:50.626Z, Sun Jul 26 06:45:50 SGT 2020, 3359.485277891159, 127.58063507080078, , , 
2020-07-26T06:45:51.581Z, Sun Jul 26 06:45:51 SGT 2020, 3359.485277891159, 127.58063507080078, , , 
2020-07-26T06:45:52.083Z, Sun Jul 26 06:45:52 SGT 2020, 3359.485277891159, , , 1.24248007, 103.8261583
2020-07-26T06:45:52.538Z, Sun Jul 26 06:45:52 SGT 2020, 3359.485277891159, 127.36752319335938, , , 
2020-07-26T06:45:53.495Z, Sun Jul 26 06:45:53 SGT 2020, 3359.485277891159, 127.45857238769531, , , 
2020-07-26T06:45:54.078Z, Sun Jul 26 06:45:54 SGT 2020, 3359.485277891159, , , 1.24251929, 103.82617307
2020-07-26T06:45:54.451Z, Sun Jul 26 06:45:54 SGT 2020, 3359.485277891159, 127.34607696533203, , , 
2020-07-26T06:45:55.405Z, Sun Jul 26 06:45:55 SGT 2020, 3359.485277891159, 126.98538970947266, , , 
2020-07-26T06:45:56.079Z, Sun Jul 26 06:45:56 SGT 2020, 3359.485277891159, , , 1.2425579, 103.82618682
2020-07-26T06:45:56.363Z, Sun Jul 26 06:45:56 SGT 2020, 3359.485277891159, 125.78174591064453, , , 
2020-07-26T06:45:57.320Z, Sun Jul 26 06:45:57 SGT 2020, 3359.485277891159, 125.78174591064453, , , 
2020-07-26T06:45:58.093Z, Sun Jul 26 06:45:58 SGT 2020, 3359.485277891159, , , 1.24259765, 103.82617164
2020-07-26T06:45:58.280Z, Sun Jul 26 06:45:58 SGT 2020, 3440.365748167038, 125.55644989013672, 10.784062703450521, , 
2020-07-26T06:45:59.241Z, Sun Jul 26 06:45:59 SGT 2020, 3440.365748167038, 125.10096740722656, , , 
2020-07-26T06:46:00.006Z, Sun Jul 26 06:46:00 SGT 2020, 3440.365748167038, , , 1.24264449, 103.82616215
2020-07-26T06:46:00.194Z, Sun Jul 26 06:46:00 SGT 2020, 3440.365748167038, 125.03987884521484, , , 
2020-07-26T06:46:01.155Z, Sun Jul 26 06:46:01 SGT 2020, 3440.365748167038, 125.164794921875, , , 
2020-07-26T06:46:02.077Z, Sun Jul 26 06:46:02 SGT 2020, 3440.365748167038, , , 1.24269448, 103.8261296
2020-07-26T06:46:02.115Z, Sun Jul 26 06:46:02 SGT 2020, 3440.365748167038, 125.53849029541016, , , 
2020-07-26T06:46:03.069Z, Sun Jul 26 06:46:03 SGT 2020, 3440.365748167038, 125.53849029541016, , , 
2020-07-26T06:46:04.029Z, Sun Jul 26 06:46:04 SGT 2020, 3440.365748167038, 125.7667236328125, , , 
2020-07-26T06:46:04.087Z, Sun Jul 26 06:46:04 SGT 2020, 3440.365748167038, , , 1.24274377, 103.82609834
2020-07-26T06:46:04.983Z, Sun Jul 26 06:46:04 SGT 2020, 3440.365748167038, 125.91114807128906, , , 
2020-07-26T06:46:05.939Z, Sun Jul 26 06:46:05 SGT 2020, 3440.365748167038, 127.32524108886719, , , 
2020-07-26T06:46:06.079Z, Sun Jul 26 06:46:06 SGT 2020, 3440.365748167038, , , 1.24281264, 103.82607805
2020-07-26T06:46:06.898Z, Sun Jul 26 06:46:06 SGT 2020, 3440.365748167038, 127.3818130493164, , , 
2020-07-26T06:46:07.856Z, Sun Jul 26 06:46:07 SGT 2020, 3440.365748167038, 126.1380844116211, , , 
2020-07-26T06:46:08.080Z, Sun Jul 26 06:46:08 SGT 2020, 3440.365748167038, , , 1.24285202, 103.82600882
2020-07-26T06:46:08.810Z, Sun Jul 26 06:46:08 SGT 2020, 3440.365748167038, 126.1380844116211, , , 
2020-07-26T06:46:09.773Z, Sun Jul 26 06:46:09 SGT 2020, 3440.365748167038, 126.16242218017578, , , 
2020-07-26T06:46:10.060Z, Sun Jul 26 06:46:10 SGT 2020, 3440.365748167038, , , 1.24288765, 103.82600332
2020-07-26T06:46:10.728Z, Sun Jul 26 06:46:10 SGT 2020, 3440.365748167038, 126.17455291748047, , , 
2020-07-26T06:46:11.686Z, Sun Jul 26 06:46:11 SGT 2020, 3440.365748167038, 121.8111572265625, , , 
2020-07-26T06:46:12.078Z, Sun Jul 26 06:46:12 SGT 2020, 3440.365748167038, , , 1.24290272, 103.82599524
2020-07-26T06:46:12.649Z, Sun Jul 26 06:46:12 SGT 2020, 3440.365748167038, 121.42366027832031, , , 
2020-07-26T06:46:13.604Z, Sun Jul 26 06:46:13 SGT 2020, 3440.365748167038, 121.50945281982422, , , 
2020-07-26T06:46:14.021Z, Sun Jul 26 06:46:14 SGT 2020, 3440.365748167038, , , 1.24291902, 103.82598895
2020-07-26T06:46:14.555Z, Sun Jul 26 06:46:14 SGT 2020, 3440.365748167038, 121.50945281982422, , , 
2020-07-26T06:46:15.516Z, Sun Jul 26 06:46:15 SGT 2020, 3440.365748167038, 121.98755645751953, , , 
2020-07-26T06:46:16.094Z, Sun Jul 26 06:46:16 SGT 2020, 3440.365748167038, , , 1.24295112, 103.82599154
2020-07-26T06:46:16.474Z, Sun Jul 26 06:46:16 SGT 2020, 3440.365748167038, 122.29109191894531, , , 
2020-07-26T06:46:17.432Z, Sun Jul 26 06:46:17 SGT 2020, 3440.365748167038, 122.45060729980469, , , 
2020-07-26T06:46:18.073Z, Sun Jul 26 06:46:18 SGT 2020, 3440.365748167038, , , 1.24297542, 103.82598856
2020-07-26T06:46:18.393Z, Sun Jul 26 06:46:18 SGT 2020, 3440.365748167038, 122.91226959228516, , , 
2020-07-26T06:46:19.349Z, Sun Jul 26 06:46:19 SGT 2020, 3440.365748167038, 122.93529510498047, , , 
2020-07-26T06:46:20.089Z, Sun Jul 26 06:46:20 SGT 2020, 3440.365748167038, , , 1.24302037, 103.82597046
2020-07-26T06:46:20.304Z, Sun Jul 26 06:46:20 SGT 2020, 3440.365748167038, 122.93529510498047, , , 
2020-07-26T06:46:21.262Z, Sun Jul 26 06:46:21 SGT 2020, 3440.365748167038, 122.9560546875, , , 
2020-07-26T06:46:22.072Z, Sun Jul 26 06:46:22 SGT 2020, 3440.365748167038, , , 1.24306215, 103.82595704
2020-07-26T06:46:22.218Z, Sun Jul 26 06:46:22 SGT 2020, 3440.365748167038, 122.77351379394531, , , 
2020-07-26T06:46:23.180Z, Sun Jul 26 06:46:23 SGT 2020, 3440.365748167038, 122.82940673828125, , , 
2020-07-26T06:46:24.082Z, Sun Jul 26 06:46:24 SGT 2020, 3440.365748167038, , , 1.243106, 103.82592532
2020-07-26T06:46:25.097Z, Sun Jul 26 06:46:25 SGT 2020, 3440.365748167038, 122.92481231689453, , , 
2020-07-26T06:46:26.050Z, Sun Jul 26 06:46:26 SGT 2020, 3440.365748167038, 122.92481231689453, , , 
2020-07-26T06:46:26.077Z, Sun Jul 26 06:46:26 SGT 2020, 3440.365748167038, , , 1.24311752, 103.82587195
2020-07-26T06:46:27.014Z, Sun Jul 26 06:46:27 SGT 2020, 3440.365748167038, 122.9658203125, , , 
2020-07-26T06:46:27.968Z, Sun Jul 26 06:46:27 SGT 2020, 3440.365748167038, 123.00316619873047, , , 
2020-07-26T06:46:28.085Z, Sun Jul 26 06:46:28 SGT 2020, 3440.365748167038, , , 1.24312517, 103.82584758
2020-07-26T06:46:28.924Z, Sun Jul 26 06:46:28 SGT 2020, 3440.365748167038, 123.03740692138672, , , 
2020-07-26T06:46:29.888Z, Sun Jul 26 06:46:29 SGT 2020, 3440.365748167038, 123.06898498535156, , , 
2020-07-26T06:46:29.999Z, Sun Jul 26 06:46:29 SGT 2020, 3440.365748167038, , , 1.24315863, 103.82580621
2020-07-26T06:46:30.843Z, Sun Jul 26 06:46:30 SGT 2020, 3509.6448695659637, 123.09827423095703, 7.793901157379151, , 
2020-07-26T06:46:31.799Z, Sun Jul 26 06:46:31 SGT 2020, 3509.6448695659637, 123.09827423095703, , , 
2020-07-26T06:46:32.081Z, Sun Jul 26 06:46:32 SGT 2020, 3509.6448695659637, , , 1.24318414, 103.82575447
2020-07-26T06:46:32.760Z, Sun Jul 26 06:46:32 SGT 2020, 3509.6448695659637, 123.77550506591797, , , 
2020-07-26T06:46:33.717Z, Sun Jul 26 06:46:33 SGT 2020, 3509.6448695659637, 123.12850189208984, , , 
2020-07-26T06:46:34.075Z, Sun Jul 26 06:46:34 SGT 2020, 3509.6448695659637, , , 1.24320194, 103.82571383
2020-07-26T06:46:34.690Z, Sun Jul 26 06:46:34 SGT 2020, 3509.6448695659637, 123.13629913330078, , , 
2020-07-26T06:46:35.635Z, Sun Jul 26 06:46:35 SGT 2020, 3509.6448695659637, 123.14077758789062, , , 
2020-07-26T06:46:36.119Z, Sun Jul 26 06:46:36 SGT 2020, 3509.6448695659637, , , 1.24321834, 103.82567922
2020-07-26T06:46:36.596Z, Sun Jul 26 06:46:36 SGT 2020, 3509.6448695659637, 122.66310119628906, , , 
2020-07-26T06:46:37.545Z, Sun Jul 26 06:46:37 SGT 2020, 3509.6448695659637, 122.66310119628906, , , 
2020-07-26T06:46:38.080Z, Sun Jul 26 06:46:38 SGT 2020, 3509.6448695659637, , , 1.2432265, 103.82563848
2020-07-26T06:46:39.460Z, Sun Jul 26 06:46:39 SGT 2020, 3509.6448695659637, 121.95215606689453, , , 
2020-07-26T06:46:40.083Z, Sun Jul 26 06:46:40 SGT 2020, 3509.6448695659637, , , 1.24321688, 103.82560633
2020-07-26T06:46:40.417Z, Sun Jul 26 06:46:40 SGT 2020, 3509.6448695659637, 121.74938201904297, , , 
2020-07-26T06:46:41.378Z, Sun Jul 26 06:46:41 SGT 2020, 3509.6448695659637, 121.23650360107422, , , 
2020-07-26T06:46:42.079Z, Sun Jul 26 06:46:42 SGT 2020, 3509.6448695659637, , , 1.24320912, 103.82558795
2020-07-26T06:46:42.334Z, Sun Jul 26 06:46:42 SGT 2020, 3509.6448695659637, 120.345458984375, , , 
2020-07-26T06:46:43.291Z, Sun Jul 26 06:46:43 SGT 2020, 3509.6448695659637, 120.345458984375, , , 
2020-07-26T06:46:44.019Z, Sun Jul 26 06:46:44 SGT 2020, 3509.6448695659637, , , 1.24318719, 103.82556822
2020-07-26T06:46:44.248Z, Sun Jul 26 06:46:44 SGT 2020, 3509.6448695659637, 120.15177917480469, , , 
2020-07-26T06:46:45.204Z, Sun Jul 26 06:46:45 SGT 2020, 3509.6448695659637, 119.908203125, , , 
2020-07-26T06:46:46.085Z, Sun Jul 26 06:46:46 SGT 2020, 3509.6448695659637, , , 1.24319499, 103.82553386
2020-07-26T06:46:46.166Z, Sun Jul 26 06:46:46 SGT 2020, 3509.6448695659637, 119.36421203613281, , , 
2020-07-26T06:46:47.129Z, Sun Jul 26 06:46:47 SGT 2020, 3509.6448695659637, 119.361083984375, , , 
2020-07-26T06:46:48.079Z, Sun Jul 26 06:46:48 SGT 2020, 3509.6448695659637, , , 1.24323452, 103.82550862
2020-07-26T06:46:48.082Z, Sun Jul 26 06:46:48 SGT 2020, 3509.6448695659637, 119.25123596191406, , , 
2020-07-26T06:46:49.034Z, Sun Jul 26 06:46:49 SGT 2020, 3509.6448695659637, 119.25123596191406, , , 
2020-07-26T06:46:49.994Z, Sun Jul 26 06:46:49 SGT 2020, 3509.6448695659637, 120.54540252685547, , , 
2020-07-26T06:46:50.074Z, Sun Jul 26 06:46:50 SGT 2020, 3509.6448695659637, , , 1.24323839, 103.82546022
2020-07-26T06:46:50.952Z, Sun Jul 26 06:46:50 SGT 2020, 3509.6448695659637, 120.46402740478516, , , 
2020-07-26T06:46:52.097Z, Sun Jul 26 06:46:52 SGT 2020, 3509.6448695659637, , , 1.24321956, 103.82540738
2020-07-26T06:46:52.866Z, Sun Jul 26 06:46:52 SGT 2020, 3509.6448695659637, 120.3311996459961, , , 
2020-07-26T06:46:53.824Z, Sun Jul 26 06:46:53 SGT 2020, 3509.6448695659637, 120.1532211303711, , , 
2020-07-26T06:46:54.069Z, Sun Jul 26 06:46:54 SGT 2020, 3509.6448695659637, , , 1.24318275, 103.82537365
2020-07-26T06:46:54.779Z, Sun Jul 26 06:46:54 SGT 2020, 3509.6448695659637, 120.1532211303711, , , 
2020-07-26T06:46:55.739Z, Sun Jul 26 06:46:55 SGT 2020, 3509.6448695659637, 120.07783508300781, , , 
2020-07-26T06:46:56.080Z, Sun Jul 26 06:46:56 SGT 2020, 3509.6448695659637, , , 1.24314703, 103.82534947
2020-07-26T06:46:56.699Z, Sun Jul 26 06:46:56 SGT 2020, 3509.6448695659637, 120.00296783447266, , , 
2020-07-26T06:46:57.661Z, Sun Jul 26 06:46:57 SGT 2020, 3509.6448695659637, 119.89675903320312, , , 
2020-07-26T06:46:58.079Z, Sun Jul 26 06:46:58 SGT 2020, 3509.6448695659637, , , 1.2431197, 103.8253279
2020-07-26T06:46:58.618Z, Sun Jul 26 06:46:58 SGT 2020, 3509.6448695659637, 119.41468811035156, , , 
2020-07-26T06:46:59.576Z, Sun Jul 26 06:46:59 SGT 2020, 3509.6448695659637, 119.38111877441406, , , 
2020-07-26T06:46:59.996Z, Sun Jul 26 06:46:59 SGT 2020, 3509.6448695659637, , , 1.24308636, 103.82530456
2020-07-26T06:47:00.535Z, Sun Jul 26 06:47:00 SGT 2020, 3586.4799144268036, 119.38111877441406, 9.538143499966326, , 
2020-07-26T06:47:01.490Z, Sun Jul 26 06:47:01 SGT 2020, 3586.4799144268036, 119.37350463867188, , , 
2020-07-26T06:47:02.088Z, Sun Jul 26 06:47:02 SGT 2020, 3586.4799144268036, , , 1.24304726, 103.82528334
2020-07-26T06:47:02.445Z, Sun Jul 26 06:47:02 SGT 2020, 3586.4799144268036, 118.44328308105469, , , 
2020-07-26T06:47:03.406Z, Sun Jul 26 06:47:03 SGT 2020, 3586.4799144268036, 118.37540435791016, , , 
2020-07-26T06:47:04.081Z, Sun Jul 26 06:47:04 SGT 2020, 3586.4799144268036, , , 1.2429994, 103.82527796
2020-07-26T06:47:04.362Z, Sun Jul 26 06:47:04 SGT 2020, 3586.4799144268036, 118.88007354736328, , , 
2020-07-26T06:47:05.322Z, Sun Jul 26 06:47:05 SGT 2020, 3586.4799144268036, 117.5278549194336, , , 
2020-07-26T06:47:06.087Z, Sun Jul 26 06:47:06 SGT 2020, 3586.4799144268036, , , 1.24296028, 103.82525873
2020-07-26T06:47:06.276Z, Sun Jul 26 06:47:06 SGT 2020, 3586.4799144268036, 117.5278549194336, , , 
2020-07-26T06:47:07.236Z, Sun Jul 26 06:47:07 SGT 2020, 3586.4799144268036, 117.37163543701172, , , 
2020-07-26T06:47:08.072Z, Sun Jul 26 06:47:08 SGT 2020, 3586.4799144268036, , , 1.24290404, 103.82524786
2020-07-26T06:47:09.155Z, Sun Jul 26 06:47:09 SGT 2020, 3586.4799144268036, 116.3648910522461, , , 
2020-07-26T06:47:10.097Z, Sun Jul 26 06:47:10 SGT 2020, 3586.4799144268036, , , 1.24286265, 103.82524657
2020-07-26T06:47:10.111Z, Sun Jul 26 06:47:10 SGT 2020, 3586.4799144268036, 116.3631362915039, , , 
2020-07-26T06:47:11.067Z, Sun Jul 26 06:47:11 SGT 2020, 3586.4799144268036, 116.19645690917969, , , 
2020-07-26T06:47:12.022Z, Sun Jul 26 06:47:12 SGT 2020, 3586.4799144268036, 116.19645690917969, , , 
2020-07-26T06:47:12.082Z, Sun Jul 26 06:47:12 SGT 2020, 3586.4799144268036, , , 1.24281991, 103.82523837
2020-07-26T06:47:12.981Z, Sun Jul 26 06:47:12 SGT 2020, 3586.4799144268036, 116.04491424560547, , , 
2020-07-26T06:47:13.939Z, Sun Jul 26 06:47:13 SGT 2020, 3586.4799144268036, 115.91632080078125, , , 
2020-07-26T06:47:13.997Z, Sun Jul 26 06:47:13 SGT 2020, 3586.4799144268036, , , 1.24277868, 103.82523395
2020-07-26T06:47:14.896Z, Sun Jul 26 06:47:14 SGT 2020, 3586.4799144268036, 115.49903106689453, , , 
2020-07-26T06:47:15.854Z, Sun Jul 26 06:47:15 SGT 2020, 3586.4799144268036, 115.46358489990234, , , 
2020-07-26T06:47:16.083Z, Sun Jul 26 06:47:16 SGT 2020, 3586.4799144268036, , , 1.2427376, 103.8252218
2020-07-26T06:47:16.810Z, Sun Jul 26 06:47:16 SGT 2020, 3586.4799144268036, 115.43673706054688, , , 
2020-07-26T06:47:17.767Z, Sun Jul 26 06:47:17 SGT 2020, 3586.4799144268036, 115.43673706054688, , , 
2020-07-26T06:47:18.074Z, Sun Jul 26 06:47:18 SGT 2020, 3586.4799144268036, , , 1.24270082, 103.82521332
2020-07-26T06:47:18.728Z, Sun Jul 26 06:47:18 SGT 2020, 3586.4799144268036, 115.05279541015625, , , 
2020-07-26T06:47:19.682Z, Sun Jul 26 06:47:19 SGT 2020, 3586.4799144268036, 114.88163757324219, , , 
2020-07-26T06:47:19.996Z, Sun Jul 26 06:47:19 SGT 2020, 3586.4799144268036, , , 1.24265878, 103.82521744
2020-07-26T06:47:20.639Z, Sun Jul 26 06:47:20 SGT 2020, 3586.4799144268036, 114.73896789550781, , , 
2020-07-26T06:47:22.005Z, Sun Jul 26 06:47:22 SGT 2020, 3586.4799144268036, , , 1.24262542, 103.82523097
2020-07-26T06:47:22.563Z, Sun Jul 26 06:47:22 SGT 2020, 3586.4799144268036, 114.5116195678711, , , 
2020-07-26T06:47:23.511Z, Sun Jul 26 06:47:23 SGT 2020, 3586.4799144268036, 114.5116195678711, , , 
2020-07-26T06:47:24.075Z, Sun Jul 26 06:47:24 SGT 2020, 3586.4799144268036, , , 1.24258826, 103.8252199
2020-07-26T06:47:24.464Z, Sun Jul 26 06:47:24 SGT 2020, 3586.4799144268036, 114.4148941040039, , , 
2020-07-26T06:47:25.428Z, Sun Jul 26 06:47:25 SGT 2020, 3586.4799144268036, 114.30835723876953, , , 
2020-07-26T06:47:26.078Z, Sun Jul 26 06:47:26 SGT 2020, 3586.4799144268036, , , 1.24253853, 103.82518184
